country_name,country_code,year,trans_rank,net_migration,life_expectancy
Hong Kong SAR  China,HKG,2014,82,150000,83.9804878
Hungary,HUN,2014,73,29999,75.87317073
Iceland,ISL,2014,82,-378,82.06097561
India,IND,2014,65,-2598218,68.01380488
Indonesia,IDN,2014,67,-700000,68.8884878
Iran  Islamic Rep.,IRN,2014,72,-300001,75.38931707
Iraq,IRQ,2014,68,548666,69.39968293
Ireland,IRL,2014,79,-140001,81.15365854
Israel,ISR,2014,80,19497,82.15365854
Italy,ITA,2014,81,528269,82.6902439
Jamaica,JAM,2014,73,-97000,75.6535122
Japan,JPN,2014,82,350000,83.58780488
Jordan,JOR,2014,73,229617,74.05214634
Kazakhstan,KAZ,2014,66,159807,71.62
Kenya,KEN,2014,54,-50000,61.57636585
Kiribati,KIR,2014,65,-2130,65.95168293
Korea  Dem. PeopleÕs Rep.,PRK,2014,68,0,70.07468293
Korea  Rep.,KOR,2014,78,300000,82.15585366
Kuwait,KWT,2014,74,517500,74.58502439
Kyrgyz Republic,KGZ,2014,68,-113963,70.40243902
Lao PDR,LAO,2014,62,-117700,66.11736585
Latin America & Caribbean (all income levels),LCN,2014,73,-2081948,74.94206018
Latin America & Caribbean (developing only),LAC,2014,73,-2120734,74.62752115
Latvia,LVA,2014,71,-73442,74.18780488
Least developed countries: UN classification,LDC,2014,58,-4741314,63.19044594
Lebanon,LBN,2014,77,1250000,79.37309756
Lesotho,LSO,2014,44,-19998,49.70058537
Liberia,LBR,2014,55,-20000,60.83441463
Libya,LBY,2014,71,-501692,71.71612195
Lithuania,LTU,2014,71,-169529,73.96585366
Low & middle income,LMY,2014,67,-16449428,69.59407902
Low income,LIC,2014,55,-1165621,61.3250973
Lower middle income,LMC,2014,64,-16002393,67.22826476
Luxembourg,LUX,2014,79,48704,82.20731707
Macao SAR  China,MAC,2014,79,35000,80.55309756
Macedonia  FYR,MKD,2014,74,-4999,75.34239024
Madagascar,MDG,2014,61,-5000,65.08560976
Malawi,MWI,2014,48,-30000,62.72163415
Malaysia,MYS,2014,74,450000,74.71829268
Maldives,MDV,2014,74,-53,76.77282927
Mali,MLI,2014,53,-302449,57.98626829
Malta,MLT,2014,79,6252,81.74634146
Mauritania,MRT,2014,61,-20000,63.01658537
Mauritius,MUS,2014,72,0,74.19439024
Mexico,MEX,2014,75,-523585,76.72185366
Micronesia  Fed. Sts.,FSM,2014,68,-8192,69.10107317
Middle East & North Africa (all income levels),MEA,2014,71,-213002,72.81665963
Middle East & North Africa (developing only),MNA,2014,70,-3615666,72.22506088
Middle income,MIC,2014,68,-15283807,70.57576432
Moldova,MDA,2014,68,-9529,71.45587805
Mongolia,MNG,2014,65,-15001,69.46390244
Montenegro,MNE,2014,74,-2412,76.18070732
Morocco,MAR,2014,70,-310624,74.01609756
Mozambique,MOZ,2014,51,-25000,55.02595122
Myanmar,MMR,2014,64,-474278,65.85785366
Namibia,NAM,2014,56,-1371,64.68019512
Nepal,NPL,2014,65,-372369,69.60468293
Netherlands,NLD,2014,79,110006,81.30487805
New Caledonia,NCL,2014,75,5660,77.57317073
New Zealand,NZL,2014,80,7265,81.40487805
Nicaragua,NIC,2014,72,-135000,74.81014634
Niger,NER,2014,54,-28497,61.4584878
Nigeria,NGA,2014,49,-300000,52.75426829
North America,NAC,2014,78,6183750,79.24414499
Norway,NOR,2014,80,235665,81.75121951
OECD members,OED,2014,78,13211866,80.13214277
Oman,OMN,2014,74,1211000,77.08509756
Other small states,OSS,2014,58,-92512,62.2866207
Pacific island small states,PSS,2014,68,-71075,69.91903222
Pakistan,PAK,2014,64,-1081918,66.18336585
Panama,PAN,2014,76,28105,77.59514634
Papua New Guinea,PNG,2014,61,0,62.60692683
Paraguay,PRY,2014,71,-86700,72.92170732
Peru,PER,2014,72,-240000,74.52553659
Philippines,PHL,2014,67,-700000,68.26563415
Poland,POL,2014,75,-73809,77.25365854
Portugal,PRT,2014,78,-140000,80.72195122
Puerto Rico,PRI,2014,78,-103537,79.37473171
Qatar,QAT,2014,77,363500,78.59680488
Romania,ROU,2014,72,-437201,75.06341463
Russian Federation,RUS,2014,65,1117884,70.36585366
Rwanda,RWA,2014,55,-75001,63.96565854
Samoa,WSM,2014,71,-12690,73.51182927
Sao Tome and Principe,STP,2014,65,-5599,66.38460976
Saudi Arabia,SAU,2014,73,850000,74.33721951
Senegal,SEN,2014,60,-99996,66.37258537
Serbia,SRB,2014,73,-99999,75.53414634
Seychelles,SYC,2014,72,-1551,73.22926829
Sierra Leone,SLE,2014,44,-21000,50.87878049
Singapore,SGP,2014,80,397936,82.64634146
Slovak Republic,SVK,2014,74,1199,76.71463415
Slovenia,SVN,2014,78,4324,80.5195122
Small states,SST,2014,62,-287709,65.27192218
Solomon Islands,SLB,2014,66,-11868,67.93080488
Somalia,SOM,2014,52,-400000,55.35480488
South Africa,ZAF,2014,52,600000,57.18212195
South Asia,SAS,2014,65,-6280804,68.1210446
South Sudan,SSD,2014,51,865000,55.68221951
Spain,ESP,2014,80,-593069,83.07804878
Sri Lanka,LKA,2014,74,-484772,74.79480488
St. Lucia,LCA,2014,73,40,75.04685366
St. Vincent and the Grenadines,VCT,2014,71,-5000,72.93685366
Sub-Saharan Africa (all income levels),SSF,2014,53,-1688994,58.55893507
Sub-Saharan Africa (developing only),SSA,2014,53,-1707443,58.55832657
Sudan,SDN,2014,60,-800000,63.45853659
Suriname,SUR,2014,69,-5000,71.15143902
Swaziland,SWZ,2014,46,-6000,48.93473171
Sweden,SWE,2014,81,272626,81.95609756
Switzerland,CHE,2014,81,382267,82.84878049
Syrian Arab Republic,SYR,2014,74,-4029996,70.07102439
Tajikistan,TJK,2014,66,-117382,69.59797561
Tanzania,TZA,2014,56,-199999,64.94390244
Thailand,THA,2014,72,100000,74.42202439
Timor-Leste,TLS,2014,64,-50004,68.25914634
Togo,TGO,2014,55,-9994,59.65580488
Tonga,TON,2014,71,-8078,72.79219512
Trinidad and Tobago,TTO,2014,69,-5000,70.44056098
Tunisia,TUN,2014,74,-32941,74.14390244
Turkey,TUR,2014,72,2000003,75.1635122
Turkmenistan,TKM,2014,64,-25001,65.59853659
Uganda,UGA,2014,52,-150000,58.46641463
Ukraine,UKR,2014,68,195000,71.18658537
United Arab Emirates,ARE,2014,76,405000,77.36817073
United Kingdom,GBR,2014,79,900000,81.05609756
United States,USA,2014,77,5007887,78.94146341
Upper middle income,UMC,2014,73,718586,74.65762609
Uruguay,URY,2014,76,-30000,76.98614634
Uzbekistan,UZB,2014,67,-195001,68.33902439
Vanuatu,VUT,2014,69,603,71.91831707
Venezuela  RB,VEN,2014,73,-69121,74.23619512
Vietnam,VNM,2014,74,-200002,75.62912195
Virgin Islands (U.S.),VIR,2014,79,-3604,79.77317073
West Bank and Gaza,PSE,2014,71,-43750,72.90402439
World,WLD,2014,69,0,71.45174503
Yemen  Rep.,YEM,2014,61,-50000,63.81819512
Zambia,ZMB,2014,49,-34490,60.04704878
Zimbabwe,ZWE,2014,42,-219922,57.49831707
Andorra,AND,2014,0,NA,
American Samoa,ASM,2014,0,NA,
Bermuda,BMU,2014,79,NA,80.79731707
Cayman Islands,CYM,2014,0,NA,
Dominica,DMA,2014,0,NA,
Faroe Islands,FRO,2014,79,NA,81.69268293
Greenland,GRL,2014,69,NA,
Isle of Man,IMN,2014,0,NA,
Not classified,INX,2014,0,NA,
St. Kitts and Nevis,KNA,2014,0,NA,
Kosovo,KSV,2014,69,NA,71.09756098
Liechtenstein,LIE,2014,81,NA,82.26097561
St. Martin (French part),MAF,2014,78,NA,79.32195122
Monaco,MCO,2014,0,NA,
Marshall Islands,MHL,2014,0,NA,
Northern Mariana Islands,MNP,2014,0,NA,
Palau,PLW,2014,69,NA,
San Marino,SMR,2014,82,NA,
Sint Maarten (Dutch part),SXM,2014,0,NA,
Turks and Caicos Islands,TCA,2014,0,NA,
Tuvalu,TUV,2014,0,NA,
Andorra,AND,2013,0,NA,
American Samoa,ASM,2013,0,NA,
Bermuda,BMU,2013,79,NA,80.57243902
Cayman Islands,CYM,2013,0,NA,
Dominica,DMA,2013,0,NA,
Faroe Islands,FRO,2013,80,NA,81.44146341
Greenland,GRL,2013,70,NA,
Isle of Man,IMN,2013,0,NA,
Not classified,INX,2013,0,NA,
St. Kitts and Nevis,KNA,2013,0,NA,
Kosovo,KSV,2013,69,NA,70.79756098
Liechtenstein,LIE,2013,81,NA,82.26097561
St. Martin (French part),MAF,2013,78,NA,79.17073171
Monaco,MCO,2013,0,NA,
Marshall Islands,MHL,2013,0,NA,
Northern Mariana Islands,MNP,2013,0,NA,
Palau,PLW,2013,0,NA,
San Marino,SMR,2013,82,NA,
Sint Maarten (Dutch part),SXM,2013,0,NA,
Turks and Caicos Islands,TCA,2013,0,NA,
Tuvalu,TUV,2013,0,NA,
Andorra,AND,2012,0,NA,
American Samoa,ASM,2012,0,NA,
Bermuda,BMU,2012,79,NA,81.67780488
Cayman Islands,CYM,2012,0,NA,
Dominica,DMA,2012,0,NA,
Faroe Islands,FRO,2012,80,NA,81.1902439
Greenland,GRL,2012,70,NA,71.30926829
Isle of Man,IMN,2012,0,NA,
Not classified,INX,2012,0,NA,
St. Kitts and Nevis,KNA,2012,0,NA,
Kosovo,KSV,2012,69,NA,70.49756098
Liechtenstein,LIE,2012,81,NA,82.38292683
St. Martin (French part),MAF,2012,78,NA,79.02195122
Monaco,MCO,2012,0,NA,
Marshall Islands,MHL,2012,0,NA,
Northern Mariana Islands,MNP,2012,0,NA,
Palau,PLW,2012,0,NA,
San Marino,SMR,2012,82,NA,
Sint Maarten (Dutch part),SXM,2012,0,NA,73.05365854
Turks and Caicos Islands,TCA,2012,0,NA,
Tuvalu,TUV,2012,0,NA,
Andorra,AND,2011,NA,NA,
American Samoa,ASM,2011,NA,NA,
Bermuda,BMU,2011,NA,NA,81.15268293
Cayman Islands,CYM,2011,NA,NA,
Dominica,DMA,2011,NA,NA,
Faroe Islands,FRO,2011,NA,NA,80.93902439
Greenland,GRL,2011,NA,NA,71.06243902
Isle of Man,IMN,2011,NA,NA,
Not classified,INX,2011,NA,NA,
St. Kitts and Nevis,KNA,2011,NA,NA,
Kosovo,KSV,2011,NA,NA,70.14878049
Liechtenstein,LIE,2011,NA,NA,81.79268293
St. Martin (French part),MAF,2011,NA,NA,78.87073171
Monaco,MCO,2011,NA,NA,
Marshall Islands,MHL,2011,NA,NA,
Northern Mariana Islands,MNP,2011,NA,NA,
Palau,PLW,2011,NA,NA,
San Marino,SMR,2011,NA,NA,83.32321508
Sint Maarten (Dutch part),SXM,2011,NA,NA,
Turks and Caicos Islands,TCA,2011,NA,NA,
Tuvalu,TUV,2011,NA,NA,
Andorra,AND,2010,NA,NA,
American Samoa,ASM,2010,NA,NA,
Bermuda,BMU,2010,NA,NA,79.28853659
Cayman Islands,CYM,2010,NA,NA,
Dominica,DMA,2010,NA,NA,
Faroe Islands,FRO,2010,NA,NA,80.63902439
Greenland,GRL,2010,NA,NA,70.85707317
Isle of Man,IMN,2010,NA,NA,
Not classified,INX,2010,NA,NA,
St. Kitts and Nevis,KNA,2010,NA,NA,
Kosovo,KSV,2010,NA,NA,69.9
Liechtenstein,LIE,2010,NA,NA,81.84146341
St. Martin (French part),MAF,2010,NA,NA,78.72195122
Monaco,MCO,2010,NA,NA,
Marshall Islands,MHL,2010,NA,NA,
Northern Mariana Islands,MNP,2010,NA,NA,
Palau,PLW,2010,NA,NA,
San Marino,SMR,2010,NA,NA,83.15937916
Sint Maarten (Dutch part),SXM,2010,NA,NA,
Turks and Caicos Islands,TCA,2010,NA,NA,
Tuvalu,TUV,2010,NA,NA,
Andorra,AND,2009,NA,NA,
American Samoa,ASM,2009,NA,NA,
Bermuda,BMU,2009,NA,NA,79.38843902
Cayman Islands,CYM,2009,NA,NA,
Dominica,DMA,2009,NA,NA,
Faroe Islands,FRO,2009,NA,NA,80.38780488
Greenland,GRL,2009,NA,NA,70.46780488
Isle of Man,IMN,2009,NA,NA,
Not classified,INX,2009,NA,NA,
St. Kitts and Nevis,KNA,2009,NA,NA,
Kosovo,KSV,2009,NA,NA,69.64878049
Liechtenstein,LIE,2009,NA,NA,81.5
St. Martin (French part),MAF,2009,NA,NA,78.57073171
Monaco,MCO,2009,NA,NA,
Marshall Islands,MHL,2009,NA,NA,
Northern Mariana Islands,MNP,2009,NA,NA,
Palau,PLW,2009,NA,NA,
San Marino,SMR,2009,NA,NA,82.99554324
Sint Maarten (Dutch part),SXM,2009,NA,NA,75.58780488
Turks and Caicos Islands,TCA,2009,NA,NA,
Tuvalu,TUV,2009,NA,NA,
Andorra,AND,2008,NA,NA,
American Samoa,ASM,2008,NA,NA,
Bermuda,BMU,2008,NA,NA,79.23658537
Cayman Islands,CYM,2008,NA,NA,
Dominica,DMA,2008,NA,NA,
Faroe Islands,FRO,2008,NA,NA,80.13658537
Greenland,GRL,2008,NA,NA,70.21341463
Isle of Man,IMN,2008,NA,NA,
Not classified,INX,2008,NA,NA,
St. Kitts and Nevis,KNA,2008,NA,NA,
Kosovo,KSV,2008,NA,NA,69.39756098
Liechtenstein,LIE,2008,NA,NA,82.68292683
St. Martin (French part),MAF,2008,NA,NA,78.37073171
Monaco,MCO,2008,NA,NA,
Marshall Islands,MHL,2008,NA,NA,
Northern Mariana Islands,MNP,2008,NA,NA,
Palau,PLW,2008,NA,NA,
San Marino,SMR,2008,NA,NA,82.83170732
Sint Maarten (Dutch part),SXM,2008,NA,NA,74.53658537
Turks and Caicos Islands,TCA,2008,NA,NA,
Tuvalu,TUV,2008,NA,NA,
Andorra,AND,2007,NA,NA,
American Samoa,ASM,2007,NA,NA,
Bermuda,BMU,2007,NA,NA,78.93414634
Cayman Islands,CYM,2007,NA,NA,
Dominica,DMA,2007,NA,NA,
Faroe Islands,FRO,2007,NA,NA,79.83658537
Greenland,GRL,2007,NA,NA,69.98268293
Isle of Man,IMN,2007,NA,NA,
Not classified,INX,2007,NA,NA,
St. Kitts and Nevis,KNA,2007,NA,NA,
Kosovo,KSV,2007,NA,NA,69.19756098
Liechtenstein,LIE,2007,NA,NA,81.29512195
St. Martin (French part),MAF,2007,NA,NA,78.22195122
Monaco,MCO,2007,NA,NA,
Marshall Islands,MHL,2007,NA,NA,
Northern Mariana Islands,MNP,2007,NA,NA,
Palau,PLW,2007,NA,NA,
San Marino,SMR,2007,NA,NA,82.50609756
Sint Maarten (Dutch part),SXM,2007,NA,NA,74.54390244
Turks and Caicos Islands,TCA,2007,NA,NA,
Tuvalu,TUV,2007,NA,NA,
Andorra,AND,2006,NA,NA,
American Samoa,ASM,2006,NA,NA,
Bermuda,BMU,2006,NA,NA,78.88780488
Cayman Islands,CYM,2006,NA,NA,
Dominica,DMA,2006,NA,NA,
Faroe Islands,FRO,2006,NA,NA,79.58780488
Greenland,GRL,2006,NA,NA,69.51926829
Isle of Man,IMN,2006,NA,NA,
Not classified,INX,2006,NA,NA,
St. Kitts and Nevis,KNA,2006,NA,NA,
Kosovo,KSV,2006,NA,NA,68.94634146
Liechtenstein,LIE,2006,NA,NA,80.94878049
St. Martin (French part),MAF,2006,NA,NA,78.07073171
Monaco,MCO,2006,NA,NA,
Marshall Islands,MHL,2006,NA,NA,
Northern Mariana Islands,MNP,2006,NA,NA,
Palau,PLW,2006,NA,NA,
San Marino,SMR,2006,NA,NA,82.1804878
Sint Maarten (Dutch part),SXM,2006,NA,NA,
Turks and Caicos Islands,TCA,2006,NA,NA,
Tuvalu,TUV,2006,NA,NA,
Andorra,AND,2005,NA,NA,
American Samoa,ASM,2005,NA,NA,
Bermuda,BMU,2005,NA,NA,78.68536585
Cayman Islands,CYM,2005,NA,NA,
Dominica,DMA,2005,NA,NA,
Faroe Islands,FRO,2005,NA,NA,79.2902439
Greenland,GRL,2005,NA,NA,69.22073171
Isle of Man,IMN,2005,NA,NA,
Not classified,INX,2005,NA,NA,
St. Kitts and Nevis,KNA,2005,NA,NA,
Kosovo,KSV,2005,NA,NA,68.69512195
Liechtenstein,LIE,2005,NA,NA,80.66829268
St. Martin (French part),MAF,2005,NA,NA,77.87073171
Monaco,MCO,2005,NA,NA,
Marshall Islands,MHL,2005,NA,NA,
Northern Mariana Islands,MNP,2005,NA,NA,
Palau,PLW,2005,NA,NA,69.12926829
San Marino,SMR,2005,NA,NA,81.97560976
Sint Maarten (Dutch part),SXM,2005,NA,NA,
Turks and Caicos Islands,TCA,2005,NA,NA,
Tuvalu,TUV,2005,NA,NA,
Aruba,ABW,2004,NA,NA,74.09085366
Andorra,AND,2004,NA,NA,
Afghanistan,AFG,2004,NA,NA,56.62631707
Angola,AGO,2004,NA,NA,48.0035122
Albania,ALB,2004,NA,NA,75.83121951
Arab World,ARB,2004,NA,NA,68.53424475
United Arab Emirates,ARE,2004,NA,NA,75.45726829
Argentina,ARG,2004,NA,NA,74.51878049
Armenia,ARM,2004,NA,NA,72.9737561
American Samoa,ASM,2004,NA,NA,
Antigua and Barbuda,ATG,2004,NA,NA,74.22614634
Australia,AUS,2004,NA,NA,80.4902439
Austria,AUT,2004,NA,NA,79.1804878
Azerbaijan,AZE,2004,NA,NA,68.47019512
Burundi,BDI,2004,NA,NA,52.39639024
Belgium,BEL,2004,NA,NA,78.87804878
Benin,BEN,2004,NA,NA,56.63317073
Burkina Faso,BFA,2004,NA,NA,52.76778049
Bangladesh,BGD,2004,NA,NA,67.49719512
Bulgaria,BGR,2004,NA,NA,72.56341463
Bahrain,BHR,2004,NA,NA,75.27321951
Bahamas  The,BHS,2004,NA,NA,73.39465854
Bosnia and Herzegovina,BIH,2004,NA,NA,74.9594878
Belarus,BLR,2004,NA,NA,68.95609756
Belize,BLZ,2004,NA,NA,68.88482927
Bermuda,BMU,2004,NA,NA,78.48536585
Bolivia,BOL,2004,NA,NA,62.96863415
Brazil,BRA,2004,NA,NA,71.532
Barbados,BRB,2004,NA,NA,73.86802439
Brunei Darussalam,BRN,2004,NA,NA,76.02412195
Bhutan,BTN,2004,NA,NA,64.13617073
Botswana,BWA,2004,NA,NA,52.35631707
Central African Republic,CAF,2004,NA,NA,44.43968293
Canada,CAN,2004,NA,NA,80.14146341
Central Europe and the Baltics,CEB,2004,NA,NA,73.7386941
Switzerland,CHE,2004,NA,NA,81.08780488
Channel Islands,CHI,2004,NA,NA,78.62531707
Chile,CHL,2004,NA,NA,78.28939024
China,CHN,2004,NA,NA,73.41995122
Cote d'Ivoire,CIV,2004,NA,NA,47.29653659
Cameroon,CMR,2004,NA,NA,51.7164878
Congo  Rep.,COG,2004,NA,NA,52.598
Colombia,COL,2004,NA,NA,72.02495122
Comoros,COM,2004,NA,NA,59.8887561
Cabo Verde,CPV,2004,NA,NA,71.17639024
Costa Rica,CRI,2004,NA,NA,77.96536585
Caribbean small states,CSS,2004,NA,NA,70.86987736
Cuba,CUB,2004,NA,NA,77.64468293
Curacao,CUW,2004,NA,NA,
Cayman Islands,CYM,2004,NA,NA,
Cyprus,CYP,2004,NA,NA,78.4657561
Czech Republic,CZE,2004,NA,NA,75.72195122
Germany,DEU,2004,NA,NA,78.6804878
Djibouti,DJI,2004,NA,NA,57.66363415
Dominica,DMA,2004,NA,NA,
Denmark,DNK,2004,NA,NA,77.49268293
Dominican Republic,DOM,2004,NA,NA,71.48353659
Algeria,DZA,2004,NA,NA,71.81626829
East Asia & Pacific (developing only),EAP,2004,NA,NA,71.82203952
East Asia & Pacific (all income levels),EAS,2004,NA,NA,72.78565267
Europe & Central Asia (developing only),ECA,2004,NA,NA,69.83428516
Europe & Central Asia (all income levels),ECS,2004,NA,NA,73.93509897
Ecuador,ECU,2004,NA,NA,73.94231707
Egypt  Arab Rep.,EGY,2004,NA,NA,69.26578049
Euro area,EMU,2004,NA,NA,79.2785641
Eritrea,ERI,2004,NA,NA,58.09282927
Spain,ESP,2004,NA,NA,79.87073171
Estonia,EST,2004,NA,NA,71.9097561
Ethiopia,ETH,2004,NA,NA,55.18982927
European Union,EUU,2004,NA,NA,78.19223402
Fragile and conflict affected situations,FCS,2004,NA,NA,58.15786096
Finland,FIN,2004,NA,NA,78.71463415
Fiji,FJI,2004,NA,NA,68.31768293
France,FRA,2004,NA,NA,80.16341463
Faroe Islands,FRO,2004,NA,NA,79.14146341
Micronesia  Fed. Sts.,FSM,2004,NA,NA,67.77602439
Gabon,GAB,2004,NA,NA,59.17378049
United Kingdom,GBR,2004,NA,NA,78.74634146
Georgia,GEO,2004,NA,NA,72.75029268
Ghana,GHA,2004,NA,NA,58.22236585
Guinea,GIN,2004,NA,NA,52.04107317
Gambia  The,GMB,2004,NA,NA,57.48709756
Guinea-Bissau,GNB,2004,NA,NA,52.12604878
Equatorial Guinea,GNQ,2004,NA,NA,53.31578049
Greece,GRC,2004,NA,NA,79.03902439
Grenada,GRD,2004,NA,NA,71.14280488
Greenland,GRL,2004,NA,NA,68.80682927
Guatemala,GTM,2004,NA,NA,69.36690244
Guam,GUM,2004,NA,NA,76.44768293
Guyana,GUY,2004,NA,NA,65.47365854
High income,HIC,2004,NA,NA,76.90754209
Hong Kong SAR  China,HKG,2004,NA,NA,81.7804878
Honduras,HND,2004,NA,NA,71.29282927
Heavily indebted poor countries (HIPC),HPC,2004,NA,NA,54.3788795
Croatia,HRV,2004,NA,NA,75.5202439
Haiti,HTI,2004,NA,NA,58.82092683
Hungary,HUN,2004,NA,NA,72.64878049
Indonesia,IDN,2004,NA,NA,66.97487805
Isle of Man,IMN,2004,NA,NA,
India,IND,2004,NA,NA,64.14780488
Not classified,INX,2004,NA,NA,
Ireland,IRL,2004,NA,NA,78.53902439
Iran  Islamic Rep.,IRN,2004,NA,NA,71.59363415
Iraq,IRQ,2004,NA,NA,68.56012195
Iceland,ISL,2004,NA,NA,80.99756098
Israel,ISR,2004,NA,NA,80.14634146
Italy,ITA,2004,NA,NA,80.7804878
Jamaica,JAM,2004,NA,NA,73.15560976
Jordan,JOR,2004,NA,NA,72.4737561
Japan,JPN,2004,NA,NA,82.0302439
Kazakhstan,KAZ,2004,NA,NA,65.88780488
Kenya,KEN,2004,NA,NA,52.5522439
Kyrgyz Republic,KGZ,2004,NA,NA,68.15365854
Cambodia,KHM,2004,NA,NA,62.07360976
Kiribati,KIR,2004,NA,NA,64.66529268
St. Kitts and Nevis,KNA,2004,NA,NA,
Korea  Rep.,KOR,2004,NA,NA,77.84658537
Kosovo,KSV,2004,NA,NA,68.44634146
Kuwait,KWT,2004,NA,NA,73.583
Latin America & Caribbean (developing only),LAC,2004,NA,NA,72.24143812
Lao PDR,LAO,2004,NA,NA,61.16943902
Lebanon,LBN,2004,NA,NA,76.38012195
Liberia,LBR,2004,NA,NA,54.0962439
Libya,LBY,2004,NA,NA,71.27680488
St. Lucia,LCA,2004,NA,NA,72.61956098
Latin America & Caribbean (all income levels),LCN,2004,NA,NA,72.66972041
Least developed countries: UN classification,LDC,2004,NA,NA,57.79177421
Low income,LIC,2004,NA,NA,54.66061772
Liechtenstein,LIE,2004,NA,NA,81.77073171
Sri Lanka,LKA,2004,NA,NA,73.68029268
Lower middle income,LMC,2004,NA,NA,64.03766982
Low & middle income,LMY,2004,NA,NA,66.65997004
Lesotho,LSO,2004,NA,NA,43.53346341
Lithuania,LTU,2004,NA,NA,71.96097561
Luxembourg,LUX,2004,NA,NA,79.12195122
Latvia,LVA,2004,NA,NA,72.02682927
Macao SAR  China,MAC,2004,NA,NA,78.44812195
St. Martin (French part),MAF,2004,NA,NA,77.72195122
Morocco,MAR,2004,NA,NA,70.03882927
Monaco,MCO,2004,NA,NA,
Moldova,MDA,2004,NA,NA,67.5245122
Madagascar,MDG,2004,NA,NA,60.72870732
Maldives,MDV,2004,NA,NA,73.61758537
Middle East & North Africa (all income levels),MEA,2004,NA,NA,70.72562559
Mexico,MEX,2004,NA,NA,75.1154878
Marshall Islands,MHL,2004,NA,NA,
Middle income,MIC,2004,NA,NA,67.88735762
Macedonia  FYR,MKD,2004,NA,NA,73.9607561
Mali,MLI,2004,NA,NA,51.70107317
Malta,MLT,2004,NA,NA,79.25365854
Myanmar,MMR,2004,NA,NA,63.28321951
Middle East & North Africa (developing only),MNA,2004,NA,NA,70.17023568
Montenegro,MNE,2004,NA,NA,73.43378049
Mongolia,MNG,2004,NA,NA,64.73495122
Northern Mariana Islands,MNP,2004,NA,NA,
Mozambique,MOZ,2004,NA,NA,50.20963415
Mauritania,MRT,2004,NA,NA,60.47509756
Mauritius,MUS,2004,NA,NA,72.27674797
Malawi,MWI,2004,NA,NA,46.95734146
Malaysia,MYS,2004,NA,NA,73.48121951
North America,NAC,2004,NA,NA,77.74935242
Namibia,NAM,2004,NA,NA,54.92346341
New Caledonia,NCL,2004,NA,NA,75.51463415
Niger,NER,2004,NA,NA,53.28243902
Nigeria,NGA,2004,NA,NA,48.12565854
Nicaragua,NIC,2004,NA,NA,71.44290244
Netherlands,NLD,2004,NA,NA,79.09512195
High income: nonOECD,NOC,2004,NA,NA,70.38148971
Norway,NOR,2004,NA,NA,79.84146341
Nepal,NPL,2004,NA,NA,64.92258537
New Zealand,NZL,2004,NA,NA,79.54878049
High income: OECD,OEC,2004,NA,NA,78.84136867
OECD members,OED,2004,NA,NA,78.11817774
Oman,OMN,2004,NA,NA,74.023
Other small states,OSS,2004,NA,NA,56.96133681
Pakistan,PAK,2004,NA,NA,63.66746341
Panama,PAN,2004,NA,NA,75.8037561
Peru,PER,2004,NA,NA,72.13619512
Philippines,PHL,2004,NA,NA,67.15419512
Palau,PLW,2004,NA,NA,
Papua New Guinea,PNG,2004,NA,NA,60.265
Poland,POL,2004,NA,NA,74.84634146
Puerto Rico,PRI,2004,NA,NA,78.17585366
Korea  Dem. PeopleÕs Rep.,PRK,2004,NA,NA,67.85982927
Portugal,PRT,2004,NA,NA,77.67073171
Paraguay,PRY,2004,NA,NA,71.07117073
Pacific island small states,PSS,2004,NA,NA,67.81189422
French Polynesia,PYF,2004,NA,NA,73.87031707
Qatar,QAT,2004,NA,NA,76.91607317
Romania,ROU,2004,NA,NA,71.59427561
Russian Federation,RUS,2004,NA,NA,65.42121951
Rwanda,RWA,2004,NA,NA,53.19763415
South Asia,SAS,2004,NA,NA,64.43741752
Saudi Arabia,SAU,2004,NA,NA,73.09346341
Sudan,SDN,2004,NA,NA,59.43814634
Senegal,SEN,2004,NA,NA,59.7185122
Singapore,SGP,2004,NA,NA,79.4902439
Solomon Islands,SLB,2004,NA,NA,65.11287805
Sierra Leone,SLE,2004,NA,NA,42.63919512
El Salvador,SLV,2004,NA,NA,69.88273171
San Marino,SMR,2004,NA,NA,81.72195122
Somalia,SOM,2004,NA,NA,52.05290244
Serbia,SRB,2004,NA,NA,72.68292683
Sub-Saharan Africa (developing only),SSA,2004,NA,NA,52.05928918
South Sudan,SSD,2004,NA,NA,50.76241463
Sub-Saharan Africa (all income levels),SSF,2004,NA,NA,52.06259887
Small states,SST,2004,NA,NA,61.26604257
Sao Tome and Principe,STP,2004,NA,NA,64.26129268
Suriname,SUR,2004,NA,NA,68.56597561
Slovak Republic,SVK,2004,NA,NA,73.95853659
Slovenia,SVN,2004,NA,NA,77.20731707
Sweden,SWE,2004,NA,NA,80.49756098
Swaziland,SWZ,2004,NA,NA,45.74534146
Sint Maarten (Dutch part),SXM,2004,NA,NA,
Seychelles,SYC,2004,NA,NA,72.6097561
Syrian Arab Republic,SYR,2004,NA,NA,74.09568293
Turks and Caicos Islands,TCA,2004,NA,NA,
Chad,TCD,2004,NA,NA,47.79582927
Togo,TGO,2004,NA,NA,54.16321951
Thailand,THA,2004,NA,NA,71.78646341
Tajikistan,TJK,2004,NA,NA,65.53702439
Turkmenistan,TKM,2004,NA,NA,64.33743902
Timor-Leste,TLS,2004,NA,NA,63.19297561
Tonga,TON,2004,NA,NA,71.31443902
